Mon Feb 10 17:35:59 2025    profile_output.prof

         25979773 function calls (23642197 primitive calls) in 95.415 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    34409    0.024    0.000    0.143    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/artist.py:414(pchanged)
     4646    0.024    0.000    0.086    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/backend_bases.py:680(__init__)
 7560/432    0.024    0.000    0.730    0.002 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/complex2real/complex2real.py:159(canonicalize_tree)
     8388    0.024    0.000    0.035    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/interface/numpy_interface/ndarray_interface.py:35(const_to_matrix)
     4945    0.024    0.000    0.040    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/ma/core.py:3024(_update_from)
   133052    0.024    0.000    0.024    0.000 {method 'lstrip' of 'str' objects}
    23904    0.024    0.000    0.033    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/affine/binary_operators.py:123(is_atom_convex)
22808/17715    0.024    0.000    0.025    0.000 {built-in method _abc._abc_subclasscheck}
     2493    0.023    0.000    0.199    0.000 <frozen importlib._bootstrap>:1240(_find_spec)
 3455/388    0.023    0.000    0.048    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/re/_compiler.py:37(_compile)
     6192    0.023    0.000    0.033    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/interface/numpy_interface/ndarray_interface.py:63(shape)
      883    0.023    0.000    0.731    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/spines.py:142(get_window_extent)
    28879    0.023    0.000    0.023    0.000 {method 'split' of 'str' objects}
2880/2736    0.023    0.000    0.306    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/sparse/_compressed.py:29(__init__)
    13871    0.022    0.000    0.041    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/cbook.py:1324(is_math_text)
    17677    0.022    0.000    0.035    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
    80230    0.022    0.000    0.022    0.000 {method 'values' of 'dict' objects}
    17294    0.022    0.000    0.178    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:211(reshape)
    31130    0.021    0.000    0.032    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/copyreg.py:98(__newobj__)
     4166    0.021    0.000    0.064    0.000 <frozen importlib._bootstrap>:304(acquire)
     6393    0.021    0.000    0.033    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:2040(scale)
    65480    0.021    0.000    0.021    0.000 {built-in method builtins.iter}
     1843    0.021    0.000    0.042    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:2837(nonsingular)
2034/1423    0.021    0.000    0.099    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/inspect.py:2491(_signature_from_callable)
     5820    0.021    0.000    0.031    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/font_manager.py:876(set_size)
     5112    0.021    0.000    0.038    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/sparse/_sputils.py:429(check_shape)
     8100    0.021    0.000    0.174    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/sparse/_base.py:1368(_get_index_dtype)
    25684    0.020    0.000    0.049    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/colors.py:218(_is_nth_color)
      402    0.020    0.000    0.037    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/lib/_arraysetops_impl.py:862(_in1d)
     5667    0.020    0.000    0.036    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/results.py:454(__iadd__)
  6111/72    0.020    0.000    0.141    0.002 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:4641(parseImpl)
    25884    0.020    0.000    0.020    0.000 {built-in method _cvxcore.new_LinOp}
32284/32248    0.020    0.000    0.229    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:1782(transform)
13201/11931    0.020    0.000    0.960    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/artist.py:1237(set)
    25884    0.020    0.000    0.020    0.000 {built-in method _cvxcore.IntVector_swiginit}
     1759    0.020    0.000    0.512    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/patches.py:800(get_patch_transform)
    11185    0.020    0.000    0.020    0.000 {method 'search' of 're.Pattern' objects}
    11985    0.020    0.000    0.048    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/lines.py:1276(set_xdata)
    19487    0.020    0.000    0.020    0.000 {method 'expandtabs' of 'str' objects}
    19144    0.020    0.000    0.105    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/figure.py:65(_stale_figure_callback)
    14796    0.020    0.000    0.066    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/affine/binary_operators.py:118(shape_from_args)
    14796    0.020    0.000    0.027    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/utilities/shape.py:52(mul_shapes_promote)
  6025/19    0.019    0.000    0.136    0.007 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:5579(parseImpl)
    15084    0.019    0.000    0.130    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/utilities/shape.py:27(sum_shapes)
     9219    0.019    0.000    0.081    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:299(xmin)
     1120    0.019    0.000    0.201    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/axis.py:2821(get_tick_space)
    28002    0.019    0.000    0.019    0.000 {method 'count' of 'str' objects}
     1285    0.019    0.000    0.179    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/path.py:607(get_extents)
     8591    0.019    0.000    0.066    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/text.py:901(get_unitless_position)
    18252    0.019    0.000    0.280    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/affine/binary_operators.py:50(__init__)
    25884    0.019    0.000    0.019    0.000 {built-in method _cvxcore.LinOp_swiginit}
      456    0.019    0.000    0.019    0.000 {built-in method _io.open}
28835/17154    0.019    0.000    0.023    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:2400(<lambda>)
    11165    0.018    0.000    0.275    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:795(from_bounds)
    99925    0.018    0.000    0.018    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/font_manager.py:717(get_family)
    11628    0.018    0.000    0.126    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/affine/add_expr.py:38(shape_from_args)
      439    0.018    0.000    0.035    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/_lib/doccer.py:231(indentcount_lines)
    11210    0.018    0.000    0.130    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:1995(rotate_deg)
     7560    0.018    0.000    0.697    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/reductions/complex2real/complex2real.py:175(canonicalize_expr)
    40140    0.018    0.000    0.018    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/expressions/cvxtypes.py:135(partial_problem)
      580    0.018    0.000    0.049    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/ticker.py:817(_set_format)
     1389    0.018    0.000    0.053    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/inspect.py:2387(_signature_from_function)
     9879    0.018    0.000    0.074    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:314(ymax)
  2569/13    0.018    0.000    2.714    0.209 <frozen importlib._bootstrap>:1349(_find_and_load)
    19402    0.018    0.000    0.063    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/pyplot.py:1074(_auto_draw_if_interactive)
     9843    0.018    0.000    0.068    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:304(ymin)
    75985    0.018    0.000    0.018    0.000 {built-in method builtins.abs}
     3839    0.017    0.000    0.104    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/font_manager.py:656(__init__)
    25956    0.017    0.000    0.017    0.000 {built-in method _cvxcore.ConstLinOpVector_swiginit}
  2814/79    0.017    0.000    0.455    0.006 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/pyparsing/core.py:5062(parseImpl)
     9663    0.017    0.000    0.031    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/inspect.py:2733(__init__)
     6048    0.017    0.000    0.085    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/atoms/affine/reshape.py:51(__init__)
      259    0.017    0.000    0.298    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/backends/_backend_tk.py:748(_set_image_for_button)
     4288    0.017    0.000    0.032    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_api/__init__.py:133(check_shape)
    66276    0.017    0.000    0.017    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/lin_ops/lin_utils.py:46(get_id)
    12044    0.017    0.000    0.017    0.000 {method 'splitlines' of 'str' objects}
   1539/0    0.017    0.000    0.000          /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/axis.py:1339(_get_ticklabel_bboxes)
     3489    0.017    0.000    0.054    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:1777(__eq__)
     1154    0.017    0.000    0.435    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_mathtext.py:779(__init__)
    64154    0.017    0.000    0.017    0.000 {built-in method builtins.issubclass}
     9219    0.017    0.000    0.063    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:309(xmax)
     6708    0.017    0.000    0.019    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/cbook.py:259(__init__)
     7527    0.016    0.000    0.016    0.000 {built-in method numpy.arange}
      377    0.016    0.000    0.021    0.000 {built-in method builtins.eval}
    22238    0.016    0.000    0.229    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/font_manager.py:711(__eq__)
     4520    0.016    0.000    0.292    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/markers.py:299(_set_marker)
      227    0.016    0.000    0.051    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/artist.py:1511(get_setters)
    75982    0.016    0.000    0.016    0.000 {method 'pop' of 'list' objects}
    29592    0.016    0.000    0.023    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/cvxcore/python/cppbackend.py:136(get_type)
     4410    0.016    0.000    0.053    0.000 <frozen importlib._bootstrap_external>:482(cache_from_source)
     4029    0.016    0.000    0.032    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/functools.py:35(update_wrapper)
    11467    0.016    0.000    0.299    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:2408(transform_affine)
     1471    0.016    0.000    0.071    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:460(transformed)
    70113    0.015    0.000    0.015    0.000 {method 'lower' of 'str' objects}
13201/11931    0.015    0.000    0.974    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/artist.py:146(<lambda>)
    29436    0.015    0.000    0.139    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_core/_methods.py:46(_amin)
     3993    0.015    0.000    0.081    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/path.py:99(__init__)
   101753    0.015    0.000    0.015    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/font_manager.py:762(get_size)
     2878    0.015    0.000    0.015    0.000 {built-in method builtins.round}
    20038    0.015    0.000    0.015    0.000 {method 'replace' of 'str' objects}
     1260    0.015    0.000    0.034    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/interface/matrix_utilities.py:227(is_complex)
     6493    0.015    0.000    0.130    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:2341(__init__)
    11211    0.015    0.000    0.015    0.000 {method 'tolist' of 'numpy.ndarray' objects}
     4858    0.015    0.000    0.242    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/artist.py:1243(_cm_set)
    26119    0.015    0.000    0.016    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/text.py:1275(set_text)
    24552    0.015    0.000    0.022    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/cvxpy/expressions/expression.py:483(ndim)
     4124    0.015    0.000    0.015    0.000 {method 'clear' of 'dict' objects}
      292    0.015    0.000    0.043    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_core/arrayprint.py:987(fillFormat)
    34423    0.015    0.000    0.109    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/_core/_methods.py:42(_amax)
    97841    0.014    0.000    0.014    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/font_manager.py:733(get_style)
  3694/23    0.014    0.000    0.030    0.001 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_mathtext.py:1096(_update_metrics)
    72077    0.014    0.000    0.014    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:1039(get_points)
    33465    0.014    0.000    0.014    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/enum.py:1129(__new__)
    39958    0.014    0.000    0.019    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/cbook.py:1850(_str_equal)
     2280    0.014    0.000    0.032    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/artist.py:1167(update_from)
     4165    0.014    0.000    0.062    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/ma/core.py:3050(__array_finalize__)
15992/14182    0.014    0.000    0.952    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/artist.py:1226(_internal_update)
     2565    0.014    0.000    0.080    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/numpy/ma/core.py:2879(__new__)
     3096    0.014    0.000    0.031    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/sparse/_compressed.py:1284(prune)
    49968    0.014    0.000    0.014    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/transforms.py:1926(get_matrix)
     2880    0.013    0.000    0.045    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/scipy/sparse/_compressed.py:165(check_format)
    14074    0.013    0.000    0.039    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/scale.py:115(get_transform)
     4409    0.013    0.000    0.154    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/artist.py:1461(get_valid_values)
  4324/57    0.013    0.000    0.000    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_mathtext.py:1217(kern)
     2673    0.013    0.000    0.014    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/_mathtext.py:422(get_kern)
     4166    0.013    0.000    0.019    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
    97841    0.013    0.000    0.013    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/font_manager.py:739(get_variant)
    97841    0.013    0.000    0.013    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/font_manager.py:754(get_stretch)
    19477    0.013    0.000    0.046    0.000 /home/koova22/miniconda3/envs/q1/lib/python3.12/site-packages/matplotlib/__init__.py:1339(is_interactive)
